Code;Classification;Cause;Measures to take when an alert occurs;Estimated abnormal parts;Correction;Note;Solution;Faulty part isolation DIPSW;Control during the detachment
C-0130;PF: PF-707m (1st tandem) roller pressure release motor abnormality;When the roller pressure release motor (M10) is active, an error signal is detected.;when an alert occurs The main body and the option stop immediately.;• Roller pressure release motor (M10) • PF drive board (PFUDB);;"- The message """"Please call service"""" is displayed on the panel.";1. Check the connector connection between PFUDB and M10 and the wiring. Then repair it when there is any abnormality. 2. Check IO Check (28-16) and others of M10 and the coupling of the gear, and repair or replace it when there is any abnormality. (Wiring diagram: PF (1/2): 22-B) 3. Replace M10. 4. Replace PFUDB.;;
C-0136;PF-707m (1st tandem): Registration motor abnormality;When the registration motor (M11) is active, an error detection signal is detected.;when an alert occurs The main body and the option stop immediately.;• PFU drive board (PFUDB) • Registration motor (M11);;"- The message """"Please call service"""" is displayed on the panel.";"1. Execute the IO Check (28-36) of the registration motor (M11) (PF 1st tandem: 770 mm/s). 2. When the result of the IO Check in the step 1 is normal, M11 is not abnormal. Go on to step 4. For details of IO check results, refer to """"Table 1: Result check."""" 3. Check the connector connection, CN194 of PFUDB, CN436 (relay connector), CN439 (relay connector), CN371 of M11, and the wirings between PFUDB and M11. Then repair it when there is any abnormality. 4. Check the coupling of the gear of M11, and repair or replace it when there is any abnormality. 5. Replace M11. 6. Replace PFUDB. Table 1: Result check Result check Normal Abnormal START 0 1 STOP 0 1";;
C-0143;PF-707m (2nd tandem): Registration motor abnormality;When the registration motor (M11) is active, an error detection signal is detected.;when an alert occurs The main body and the option stop immediately.;• PFU drive board (PFUDB) • Registration motor (M11);Press the help key to activate and deactivate the sub power switch (SW2) of the main body.;"- When you isolate the faulty part, the limited use is available. - The message """"Please call service"""" and """"Press [Help] to disengage"""" are displayed alternately on the touch panel. - When you press the help key, the message """"Please turn on power again"""" is displayed on the touch panel.";"1. Execute the IO Check (28-37) of the registration motor (M11) (PF 2nd tandem: 770 mm/s). 2. When the result of the IO Check in the step 1 is normal, M11 is not abnormal. Go on to step 4. For details of IO check results, refer to """"Table 1: Result check."""" 3. Check the connector connection between PFUDB and M11, CN194 of PFUDB, CN436 (relay connector), CN439 (relay connector), CN371 of M11, and the wiring. Then repair it when there is any abnormality. 4. Check the coupling of the gear of M11, and repair or replace it when there is any abnormality. 5. Replace M11. 6. Replace PFUDB. Table 1: Result check Result check Normal Abnormal START 0 1 STOP Not care Not care";DIPSW35-3 to DIPSW35-5, DIPSW38-0 to DIPSW38-2;Paper feed in the tray 4 to the tray 9 is unavailable.
C-0154;PF-707m (3rd tandem): Registration motor abnormality;When the registration motor (M11) is active, an error detection signal is detected.;when an alert occurs The main body and the option stop immediately.;• PFU drive board (PFUDB) • Registration motor (M11);Press the help key to activate and deactivate the sub power switch (SW2) of the main body.;"- When you isolate the faulty part, the limited use is available. - The message """"Please call service"""" and """"Press [Help] to disengage"""" are displayed alternately on the touch panel. - When you press the help key, the message """"Please turn on power again"""" is displayed on the touch panel.";"1. Execute the IO Check (28-38) of the registration motor (M11) (PF 3rd tandem: 770 mm/s). 2. When the result of the IO Check in the step 1 is normal, M11 is not abnormal. Go on to step 4. For details of IO check results, refer to """"Table 1: Result check."""" 3. Check the connector connection between PFUDB and M11, CN194 of PFUDB, CN436 (relay connector), CN439 (relay connector), CN371 of M11, and the wiring. Then repair it when there is any abnormality. 4. Check the coupling of the gear of M11, and repair or replace it when there is any abnormality. 5. Replace M11. 6. Replace PFUDB. Table 1: Result check Result check Normal Abnormal START 0 1 STOP Not care Not care";DIPSW38-0 to DIPSW38-2;Paper feed in the tray 7 to the tray 9 is unavailable.
C-0164;PF: PF-707m (2nd tandem) roller pressure release motor abnormality;When the roller pressure release motor (M10) is active, an error signal is detected.;when an alert occurs The main body and the option stop immediately.;• Roller pressure release motor (M10) • PF drive board (PFUDB);;"- The message """"Please call service"""" is displayed on the panel.";1. Check the connector connection between PFUDB and M10 and the wiring. Then repair it when there is any abnormality. 2. Check IO Check (28-30) and others of M10 and the coupling of the gear, and repair or replace it when there is any abnormality. (Wiring diagram: PF (1/2): 22-B) 3. Replace M10. 4. Replace PFUDB.;;
C-0165;PF: PF-707m (3rd tandem) roller pressure release motor abnormality;When the roller pressure release motor (M10) is active, an error signal is detected.;when an alert occurs The main body and the option stop immediately.;• Roller pressure release motor (M10) • PF drive board (PFUDB);;"- The message """"Please call service"""" is displayed on the panel.";1. Check the connector connection between PFUDB and M10 and the wiring. Then repair it when there is any abnormality. 2. Check IO Check (28-89) and others of M10 and the coupling of the gear, and repair or replace it when there is any abnormality. (Wiring diagram: PF (1/2): 22-B) 3. Replace M10. 4. Replace PFUDB.;;
C-0180;MB-508: Paper feed motor/BP abnormality;An error signal is detected while the paper feed motor/BP (M2) is active.;when an alert occurs The main body and the option stop immediately.;• MB drive board (MBDB) • Paper feed motor/BP (M2);Press the help key to activate and deactivate the sub power switch (SW2) of the main body.;"- When you isolate the faulty part, the limited use is available. - The message """"Please call service"""" and """"Press [Help] to disengage"""" are displayed alternately on the touch panel. - When you press the help key, the message """"Please turn on power again"""" is displayed on the touch panel.";"1. Execute the IO Check (22-51) of the paper feed motor/BP (M2). 2. When the result of the IO Check in step 1 is normal, M2 is not abnormal. Go on to step 4. For details of IO check results, refer to """"Table 1: Result check."""" 3. Check the connector connections between MBDB and M2, CN733 of MBDB, CN793 of M2, and the wiring. Then repair it when there is any abnormality. 4. Check the coupling of the gear of M2. Then repair it when there is any abnormality. 5. Replace M2. 6. Replace MBDB. Table 1: Result check Result check Normal Abnormal START 0 1 STOP Not care Not care";DIPSW35-6;Paper feed in the MB is unavailable.
C-0181;MB-508: Relay exit motor/BP abnormality;An error signal is detected while the relay exit motor/BP (M3) is active.;when an alert occurs The main body and the option stop immediately.;• MB drive board (MBDB) • Relay exit motor/BP (M3);Press the help key to activate and deactivate the sub power switch (SW2) of the main body.;"- When you isolate the faulty part, the limited use is available. - The message """"Please call service"""" and """"Press [Help] to disengage"""" are displayed alternately on the touch panel. - When you press the help key, the message """"Please turn on power again"""" is displayed on the touch panel.";"1. Execute the IO Check (22-55) of the relay exit motor/BP (M3). 2. When the result of the IO Check in step 1 is normal, M3 is not abnormal. Go on to step 4. For details of IO check results, refer to """"Table 1: Result check."""" 3. Check the connector connections between MBDB and M3, CN725 of MBDB, CN791 of M3, and the wiring. Then repair it when there is any abnormality. 4. Check the coupling of the gear of M3. Then repair it when there is any abnormality. 5. Replace M3. 6. Replace MBDB. Table 1: Result check Result check Normal Abnormal START 0 1 STOP Not care Not care";DIPSW18-3, DIPSW35-6;Paper feed in the LU and MB is unavailable.
C-0182;MB-508: MB drive board abnormality;An error detection signal (blown clutch or solenoid fuse) of the MB drive board (MBDB) is detected while you print.;when an alert occurs The main body and the option stop immediately.;• MB drive board (MBDB);Press the help key to activate and deactivate the sub power switch (SW2) of the main body.;"- When you isolate the faulty part, the limited use is available. - The message """"Please call service"""" and """"Press [Help] to disengage"""" are displayed alternately on the touch panel. - When you press the help key, the message """"Please turn on power again"""" is displayed on the touch panel.";"1. Execute the IO Check (20-72) of the pick-up solenoid/BP (SD1). 2. When the result of the IO Check in step 1 is normal, SD1 is not abnormal. Go on to step 4. For details of IO check results, refer to """"Table 1: Result check."""" 3. Check the connector connections between MBDB and SD1, CN732 of MBDB, CN796 of SD1, CN781 (relay connector), and the wiring. Then repair it when there is any abnormality. 4. Execute the IO Check (20-73) of the paper feed clutch/BP (CL3). 5. When the result of the IO Check in step 4 is normal, CL3 is not abnormal. Go on to step 7. For details of IO check results, refer to """"Table 1: Result check."""" 6. Check the connector connections between MBDB and CL3, CN732 of MBDB, CN795 of CL3, CN781 (relay connector), and the wiring. Then repair it when there is any abnormality. 7. Execute the IO Check (20-74) of the pre-registration clutch/BP (CL1). 8. When the result of the IO Check in step 7 is normal, CL1 is not abnormal. Go on to step 10. For details of IO check results, refer to """"Table 1: Result check."""" 9. Check the connector connections between MBDB and CL1, CN731 of MBDB, CN786 of CL1, and the wiring. Then repair it when there is any abnormality. 10. Execute the IO Check (20-75) of the intermediate conveyance clutch/BP (CL2). 11. When the result of the IO Check in step 10 is normal, CL2 is not abnormal. Go on to step 13. For details of IO check results, refer to """"Table 1: Result check."""" 12. Check the connector connections between MBDB and CL2, CN731 of MBDB, CN789 of CL2, and the wiring. Then repair it when there is any abnormality. 13. Check SD1, CL1, CL2, and CL3. Then repair it when there is any abnormality. 14. Replace MBDB. Table 1: Result check Result check Normal Abnormal START There is operating sound. There is no operating sound. STOP Not care Not care";DIPSW18-3, DIPSW35-6;Paper feed in the LU and MB is unavailable.
C-0183;MB-508: Relay conveyance motor/BP abnormality;An error signal is detected while the relay conveyance motor/BP (M1) is active.;when an alert occurs The main body and the option stop immediately.;• MB drive board (MBDB) • Relay conveyance motor/BP (M1);Press the help key to activate and deactivate the sub power switch (SW2) of the main body.;"- When you isolate the faulty part, the limited use is available. - The message """"Please call service"""" and """"Press [Help] to disengage"""" are displayed alternately on the touch panel. - When you press the help key, the message """"Please turn on power again"""" is displayed on the touch panel.";"1. Execute the IO Check (22-53) of the relay conveyance motor/BP (M1). 2. When the result of the IO Check in step 1 is normal, M1 is not abnormal. Go on to step 4. For details of IO check results, refer to """"Table 1: Result check."""" 3. Check the connector connections between MBDB and M1, CN715 of MBDB, CN792 of M1, and the wiring. Then repair it when there is any abnormality. 4. Check the coupling of the gear of M1. Then repair it when there is any abnormality. 5. Replace M1. 6. Replace MBDB. Table 1: Result check Result check Normal Abnormal START 0 1 STOP Not care Not care";DIPSW18-3, DIPSW35-6;Paper feed in the LU and MB is unavailable.
C-0184;PF-707m (1st tandem): Banner synchronization trigger signal connector disconnected;The connector that connects the synchronization trigger between the main body and the PFU is disconnected.;when an alert occurs The main body and the option stop immediately.;• PFU drive board (PFUDB);;"- The message """"Please call service"""" is displayed on the panel.";1. Check the connector connections between PFUDB and the main body, CN195 of the PFUDB, CN952 (PFU and the main body relay) and the wiring. Then repair it when there is any abnormality. 2. Replace PFUDB.;;
C-0201;Main body: Paper feed tray abnormality;Within a specified period of time after the paper lift motor/1 (M29) becomes active, the upper limit sensor/1 (PS38) does not become active.;when an alert occurs The main body and the option stop immediately.;• Printer control board (PRCB) • Paper lift motor/1 (M29) • Upper limit sensor/1 (PS38);Press the help key to activate and deactivate the sub power switch (SW2) of the main body.;"- When you isolate the faulty part, the limited use is available. - The message """"Please call service"""" and """"Press [Help] to disengage"""" are displayed alternately on the touch panel. - When you press the help key, the message """"Please turn on power again"""" is displayed on the touch panel.";1. Check the paper loaded condition and the rear end restriction plate condition of the tray 1, and repair it when there is any abnormality. 2. Check the connector connection between PRCB and M29, PS38, and the wiring. Then repair it when there is any abnormality. 3. Check the IO Check (23-00) of M29 and the coupling of the gear, and repair it when there is any abnormality. (Wiring diagram: Main body (1/5): 15-F) 4. Check the IO Check (16-00) of PS38 or the operation, and repair it when there is any abnormality. (Wiring diagram: Main body (2/5): 9-N) 5. Replace PS38. 6. Replace M29 and PRCB at a time.;DIPSW18-0;Paper feed in tray 1 is unavailable.
C-0202;Main body: Paper feed tray abnormality;Within a specified period of time after the paper lift motor/2 (M28) becomes active, the upper limit sensor/2 (PS43) does not become active.;when an alert occurs The main body and the option stop immediately.;• Printer control board (PRCB) • Paper lift motor/2 (M28) • Upper limit sensor/2 (PS43);Press the help key to activate and deactivate the sub power switch (SW2) of the main body.;"- When you isolate the faulty part, the limited use is available. - The message """"Please call service"""" and """"Press [Help] to disengage"""" are displayed alternately on the touch panel. - When you press the help key, the message """"Please turn on power again"""" is displayed on the touch panel.";1. Check the paper loaded condition and the rear end restriction plate condition of the tray 2, and repair it when there is any abnormality. 2. Check the connector connection between PRCB and M28, PS43, and the wiring. Then repair it when there is any abnormality. 3. Check the IO Check (23-01) of M28 and the coupling of the gear, and repair it when there is any abnormality. (Wiring diagram: Main body (1/5): 15-F) 4. Check the IO Check (16-01) of PS43 or the operation, and repair it when there is any abnormality. (Wiring diagram: Main body (2/5): 5-N) 5. Replace PS43. 6. Replace M28 and PRCB at a time.;DIPSW18-1;Paper feed in tray 2 is unavailable.
C-0204;LU: LU lift motor abnormality;A lock signal of M100 is detected while the paper lift motor (M100) is ON.;when an alert occurs The main body and the option stop immediately.;• LU drive board (LUDB) • Paper lift motor (M100);Press the help key to activate and deactivate the sub power switch (SW2) of the main body.;- Be careful not to confuse the LUDB of LU-202m with the LUDB of LU-202XLm.;1. LU-202m: Check the connector connection and the wiring between LUDB and M100, and repair it when there is any abnormality. LU-202XLm: Check the connector connection between LUDB and M100, and the wiring. Then repair it when there is any abnormality. 2. LU-202m: Check the IO Check (23-05) and others of M100 or the coupling of the gear, and repair or replace them when there is any abnormality. (Wiring diagram: LU-202m: 5-H) LU-202XLm: Check the IO Check (23-05) and others of M100 or the coupling of the gear, and repair or replace it when there is any abnormality. (Wiring diagram: LU-202XLm: 9-H) 3. Replace M100. 4. LU-202m: Replace LUDB. LU-202XLm: Replace LUDB.;DIPSW 18-3;The LU paper feed is not available
